"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","EF607105","Synthetic construct clone p4-4 Phl p 4-specific scFv antibody gene,            partial cds.","EF607105","Synthetic construct clone p4-4 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","76.10","4e-103"
"","AY941951","Homo sapiens clone SC4121 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942098","Homo sapiens clone SC4121 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","72.91","4e-103"
"","AAN17008","anti human CD40 single-chain antibody fragment A24 [synthetic            construct].","AAN17008","anti human CD40 single-chain antibody fragment A24 [synthetic            construct].","synthetic construct","In vitro molecular evolution of antibody genes mimicking receptor            revision","human CD40","77.69","4e-103"
"","GP511441","Sequence 5 from patent US 7572442.","GP511441","Sequence 5 from patent US 7572442.","Unknown.","Selected antibody compositions for binding to aminophospholipids","","73.60","5e-103"
"","EA270444","Sequence 5 from patent US 7247303.","EA270444","Sequence 5 from patent US 7247303.","Unknown.","Selected antibody CDRs for binding to aminophospholipids","","73.60","5e-103"
"","ACW33548","Sequence 6 from patent US 7572442.","ACW33548","Sequence 6 from patent US 7572442.","Unknown.","Selected antibody compositions for binding to aminophospholipids","","73.60","5e-103"
"","ABU37592","Sequence 6 from patent US 7247303.","ABU37592","Sequence 6 from patent US 7247303.","Unknown.","Selected antibody CDRs for binding to aminophospholipids","","73.60","5e-103"
"","EF638805","Homo sapiens GAD65-specific monoclonal antibody b78 heavy chain            mRNA, partial cds.","EF638806","Homo sapiens GAD65-specific monoclonal antibody b78 lambda chain            mRNA, partial cds.","Homo sapiens (human)","Modulation of diabetes in NOD mice by GAD65-specific monoclonal            antibodies is epitope specific and accompanied by anti-idiotypic             antibodies","","72.40","7e-103"
"","AM259134","Homo sapiens partial mRNA for immunoglobulin heavy chain variable            region (T14-5-HC gene), clone T14-5.","AM259144","Homo sapiens partial mRNA for immunoglobulin light chain variable            region (T14-5-LC gene), clone T14-5.","Homo sapiens (human)","Molecular characterization of the anti-idiotypic immune response of            a relapse-free neuroblastoma patient following antibody therapy: a             possible vaccine against tumors of neuroectodermal origin?","","76.49","7e-103"
"","AY941943","Homo sapiens clone SC4113 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942090","Homo sapiens clone SC4113 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","74.80","7e-103"
"","ABV22588","GAD65-specific monoclonal antibody b78 heavy chain [Homo sapiens].","ABV22589","GAD65-specific monoclonal antibody b78 lambda chain [Homo sapiens].","Homo sapiens (human)","Modulation of diabetes in NOD mice by GAD65-specific monoclonal            antibodies is epitope specific and accompanied by anti-idiotypic             antibodies","","72.40","7e-103"
"","AB063813","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H163.","AB064034","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L163.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","73.60","9e-103"
"","AF052526","Homo sapiens monoclonal antibody RL1 immunoglobulin heavy chain            variable region mRNA, partial cds.","AF052537","Homo sapiens monoclonal antibody RL1 immunoglobulin light chain            variable region mRNA, partial cds.","Homo sapiens (human)","Immunization of infants with Hib PS-protein conjugate vaccine            elicits two distinct antibody repertoire","","77.29","1e-102"
"","AF396476","Homo sapiens clone E7 anti-thrombospondin immunoglobulin heavy            chain variable region mRNA, partial cds.","AF396477","Homo sapiens clone E7 anti-thrombospondin immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Single-chain antibody fragments derived from a human synthetic            phage-display library bind thrombospondin and inhibit sickle cell             adhesion","thrombospondin","77.60","2e-102"
"","DQ250255","Synthetic construct clone NN-20 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250255","Synthetic construct clone NN-20 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","78.09","2e-102"
"","GM674293","Sequence 18 from Patent WO2008075045.","GM674293","Sequence 18 from Patent WO2008075045.","synthetic construct","Binding agents to the integrin alpha-11 subunit, and uses thereof","","74.31","2e-102"
"","GM670070","Sequence 15 from Patent WO2008075038.","GM670070","Sequence 15 from Patent WO2008075038.","synthetic construct","Binding agents to the integrin alpha-11 subunit","","74.31","2e-102"
"","DQ250252","Synthetic construct clone NN-9 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250252","Synthetic construct clone NN-9 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","2e-102"
"","DQ100889","Homo sapiens isolate P1188H immunoglobulin heavy chain variable            region (IGHV3-9) mRNA, IGHV3-9*01 allele, partial cds.","DQ098732","Homo sapiens isolate P1188L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-51*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","73.60","2e-102"
"","AY642667","Synthetic construct clone A6 single chain Fv antibody gene, partial            cds.","AY642667","Synthetic construct clone A6 single chain Fv antibody gene, partial            cds.","synthetic construct","Light chain germline genes V1-16 and V2-13 determine specificity of            anti-IgE Fvs isolated from human semi-synthetic antibody phage             display library","","78.80","2e-102"
"","AAX11170","single chain Fv antibody C1 [synthetic construct].","AAX11170","single chain Fv antibody C1 [synthetic construct].","synthetic construct","Human scFv antibody fragments capable of neutralizing the major            toxin and the whole vemon from the scorpion Centruroides noxius","","75.60","2e-102"
"","ACE52059","Sequence 19 from patent US 7381802.","ACE52059","Sequence 19 from patent US 7381802.","Unknown.","Human antibodies that specifically recognize the toxin Cn2 from            Centruroides noxius scorpion venom","","75.60","2e-102"
"","AF212993","Homo sapiens immunoglobulin heavy chain variable region mRNA,            partial cds.","AF212992","Homo sapiens immunoglobulin light chain variable region mRNA,            partial cds.","Homo sapiens (human)","Human monoclonal antibodies reactive to oligodendrocytes promote            remyelination in a model of multiple sclerosis","","74.80","4e-102"
"","AAC08331","monoclonal antibody RL1 immunoglobulin heavy chain variable region            [Homo sapiens].","AAC08342","monoclonal antibody RL1 immunoglobulin light chain variable region            [Homo sapiens].","Homo sapiens (human)","Immunization of infants with Hib PS-protein conjugate vaccine            elicits two distinct antibody repertoire","","76.89","4e-102"
"","AAF67615","immunoglobulin heavy chain variable region [Homo sapiens].","AAF67614","immunoglobulin light chain variable region [Homo sapiens].","Homo sapiens (human)","Human monoclonal antibodies reactive to oligodendrocytes promote            remyelination in a model of multiple sclerosis","","74.80","4e-102"
"","EF089255","Synthetic construct single chain antibody SN-33 gene, partial cds.","EF089255","Synthetic construct single chain antibody SN-33 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.89","7e-102"
"","AY062326","Homo sapiens clone K95/707 immunoglobulin heavy chain variable            region mRNA, partial cds.","AY062355","Homo sapiens clone K95/707 immunoglobulin light chain lambda            variable region mRNA, partial cds.","Homo sapiens (human)","Molecular characterization of human monoclonal antibodies derived            from fusions of tonsil lymphocytes with a human myeloma cell line","","75.00","7e-102"
"","EF607106","Synthetic construct clone p4-5 Phl p 4-specific scFv antibody gene,            partial cds.","EF607106","Synthetic construct clone p4-5 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","76.80","7e-102"
"","ABL14175","single chain antibody SN-33 [synthetic construct].","ABL14175","single chain antibody SN-33 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.89","7e-102"
"","DQ250219","Synthetic construct clone TC-16 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250219","Synthetic construct clone TC-16 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.21","8e-102"
"","1AQK_H","Chain H, Three-Dimensional Structure Of A Human Fab With High            Affinity For Tetanus Toxoid.","1AQK_L","Chain L, Three-Dimensional Structure Of A Human Fab With High            Affinity For Tetanus Toxoid.","Homo sapiens (human)","Three-dimensional structure of a human Fab with high affinity for            tetanus toxoid","","70.40","1e-101"
"","DQ065732","Synthetic construct clone 4.4 anti-Phl p 5 allergen single chain            antibody fragment gene, partial cds.","DQ065732","Synthetic construct clone 4.4 anti-Phl p 5 allergen single chain            antibody fragment gene, partial cds.","synthetic construct","The human IgE-encoding transcriptome to assess antibody repertoires            and repertoire evolution","Phl p 5 allergen","75.10","2e-101"
"","AY941963","Homo sapiens clone SC4136 anti-rabies virus immunoglobulin heavy            chain variable region mRNA sequence.","AY942110","Homo sapiens clone SC4136 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","75.00","2e-101"
"","CQ859638","Sequence 105 from Patent WO2004072117.","CQ859638","Sequence 105 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","74.90","2e-101"
"","DQ100976","Homo sapiens isolate N2303H immunoglobulin heavy chain variable            region (IGHV3-23) mRNA, IGHV3-23*01 allele, partial cds.","DQ098789","Homo sapiens isolate N2303L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-44*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","74.00","3e-101"
"","CQ859639","Sequence 106 from Patent WO2004072117.","CQ859639","Sequence 106 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","76.89","4e-101"
"","EF607104","Synthetic construct clone p4-2 Phl p 4-specific scFv antibody gene,            partial cds.","EF607104","Synthetic construct clone p4-2 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","74.90","6e-101"
"","AB063812","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H162.","AB064033","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L162.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","72.40","6e-101"
"","EF607107","Synthetic construct clone p4-7 Phl p 4-specific scFv antibody gene,            partial cds.","EF607107","Synthetic construct clone p4-7 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","76.10","9e-101"
"","S36273","Ig heavy chain V region (clone alpha-THY-32) - human (fragment).","S36274","Ig lambda chain V region (clone alpha-THY-32) - human (fragment).","Homo sapiens (human)","Human anti-self antibodies with high specificity from phage display            libraries","","72.40","9e-101"
"","ABG27073","anti-EGFR scFv antibody [synthetic construct].","ABG27073","anti-EGFR scFv antibody [synthetic construct].","synthetic construct","Selection and characterization of an internalizing epidermal growth            factor receptor antibody","EGFR","76.59","9e-101"
"","DQ666353","Synthetic construct clone F4 anti-EGFR scFv antibody gene, complete            cds.","DQ666353","Synthetic construct clone F4 anti-EGFR scFv antibody gene, complete            cds.","synthetic construct","Selection and characterization of an internalizing epidermal growth            factor receptor antibody","EGFR","76.59","1e-100"
"","DQ100905","Homo sapiens isolate P1346H immunoglobulin heavy chain variable            region (IGHV3-48) mRNA, IGHV3-48*01 allele, partial cds.","DQ098735","Homo sapiens isolate P1346L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-44*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","80.74","1e-100"
"","AY941956","Homo sapiens clone SC4128 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942103","Homo sapiens clone SC4128 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","72.00","2e-100"
"","U43759","Human immunoglobulin heavy chain variable region mRNA, cell line            24a5, anti-RhD, partial cds.","U43769","Human immunoglobulin light chain variable region mRNA, cell line            24a5, anti-RhD, partial cds.","Homo sapiens (human)","Restricted Use of Cationic Germline VH Gene Segments in Human Rh(D)            Red Cell Antibodies","RhD,","67.60","3e-100"
"","DQ250190","Synthetic construct clone EC-4 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250190","Synthetic construct clone EC-4 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.21","3e-100"
"","AB363074","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F003-042H.","AB363340","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F003-042L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","71.76","4e-100"
"","EF089243","Synthetic construct single chain antibody SC-11 gene, partial cds.","EF089243","Synthetic construct single chain antibody SC-11 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.81","5e-100"
"","EF089238","Synthetic construct single chain antibody SC-3 gene, partial cds.","EF089238","Synthetic construct single chain antibody SC-3 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","74.21","5e-100"
"","DQ250198","Synthetic construct clone EC-14 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250198","Synthetic construct clone EC-14 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.21","5e-100"
"","ABL14163","single chain antibody SC-11 [synthetic construct].","ABL14163","single chain antibody SC-11 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.81","5e-100"
"","ABL14158","single chain antibody SC-3 [synthetic construct].","ABL14158","single chain antibody SC-3 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","74.21","5e-100"
"","DQ250182","Synthetic construct clone FC-16 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250182","Synthetic construct clone FC-16 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","7e-100"
"","EU095635","Synthetic construct clone TM-3 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095635","Synthetic construct clone TM-3 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","73.71","8e-100"
"","DQ250181","Synthetic construct clone FC-15 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250181","Synthetic construct clone FC-15 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","9e-100"
"","AY941856","Homo sapiens clone SC4020 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942003","Homo sapiens clone SC4020 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","72.40","9e-100"
"","AY941932","Homo sapiens clone SC4102 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942079","Homo sapiens clone SC4102 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","74.80","1e-99"
"","GQ903559","Synthetic construct clone G57 human anti-CAIX antibody gene,            partial cds.","GQ903559","Synthetic construct clone G57 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","71.43","2e-99"
"","AF396474","Homo sapiens clone D2 anti-thrombospondin immunoglobulin heavy            chain variable region mRNA, partial cds.","AF396475","Homo sapiens clone D2 anti-thrombospondin immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Single-chain antibody fragments derived from a human synthetic            phage-display library bind thrombospondin and inhibit sickle cell             adhesion","thrombospondin","77.20","2e-99"
"","EF607109","Synthetic construct clone p4-24 Phl p 4-specific scFv antibody            gene, partial cds.","EF607109","Synthetic construct clone p4-24 Phl p 4-specific scFv antibody            gene, partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","76.10","2e-99"
"","DQ250228","Synthetic construct clone NC-5 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250228","Synthetic construct clone NC-5 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.21","2e-99"
"","DQ250212","Synthetic construct clone TC-9 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250212","Synthetic construct clone TC-9 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","2e-99"
"","DQ250208","Synthetic construct clone TC-5 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250208","Synthetic construct clone TC-5 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","2e-99"
"","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250186","Synthetic construct clone FC-20 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","2e-99"
"","AB063804","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H154.","AB064025","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L154.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","72.40","2e-99"
"","AJ399811","Homo sapiens partial mRNA for thyroid peroxidase-specific            immunoglobulin heavy chain variable region (IGHV gene), clone A12.","AJ399851","Homo sapiens partial mRNA for thyroid peroxidase-specific            immunoglobulin lambda chain variable region (IGLV gene), clone A12.","Homo sapiens (human)","Thyroid peroxidase autoantibodies obtained from random single chain            FV libraries contain the same heavy/light chain combinations as             occur in vivo","","72.69","2e-99"
"","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","74.21","3e-99"
"","DQ250226","Synthetic construct clone NC-3 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250226","Synthetic construct clone NC-3 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.60","3e-99"
"","DQ100907","Homo sapiens isolate P1529H immunoglobulin heavy chain variable            region (IGHV3-30) mRNA, IGHV3-30*18 allele, partial cds.","DQ098740","Homo sapiens isolate P1529L immunoglobulin lambda light chain            variable region (IGLV3) mRNA, IGLV3-1*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","69.20","3e-99"
"","AY941953","Homo sapiens clone SC4124 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942100","Homo sapiens clone SC4124 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","72.51","3e-99"
"","AF090352","Homo sapiens clone H3 anti-mucin1 heavy chain variable region mRNA,            partial cds.","AF090353","Homo sapiens clone H3 anti-mucin1 light chain variable region mRNA,            partial cds.","Homo sapiens (human)","A tandem repeat of MUC1 core protein induces a weak in vitro immune            response in human B cells","mucin1","68.15","4e-99"
"","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","4e-99"
"","AY941900","Homo sapiens clone SC4067 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942047","Homo sapiens clone SC4067 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","69.32","4e-99"
"","AX601796","Sequence 63 from Patent WO02093519.","AX601796","Sequence 63 from Patent WO02093519.","synthetic construct","Human high-affinity antibody fragments for essential proteins of            the hepatitis-c virus","","71.20","4e-99"
"","AJ278773","Homo sapiens VH3 gene for anti-testosterone immunoglobulin heavy            chain variable region, clone TD6.","AJ278774","Homo sapiens VL1 gene for anti-testosterone immunoglobulin light            chain variable region, clone TD6.","Homo sapiens (human)","Recombinant Antibody Libraries:Construction and use exemplified by            the isolation of antibody fragments distinguishing three closely             related steroids","testosterone","74.90","5e-99"
"","DQ250176","Synthetic construct clone FC-10 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250176","Synthetic construct clone FC-10 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","6e-99"
"","DQ250218","Synthetic construct clone TC-15 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250218","Synthetic construct clone TC-15 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.21","7e-99"
"","DQ250217","Synthetic construct clone TC-14 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250217","Synthetic construct clone TC-14 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","7e-99"
"","HI581395","Sequence 45 from Patent WO2010111625.","HI581395","Sequence 45 from Patent WO2010111625.","synthetic construct","Compositions and methods for using multispecific-binding proteins            comprising an antibody-receptor combination","","77.29","8e-99"
"","M99595","Human (clone 9F2H) Ig rearranged H-chain mRNA V-region, 5' end.","M99594","Human (clone 9F2L) Ig rearranged L-chain mRNA V-region, 5' end.","Homo sapiens (human)","Structure and specificities of anti-ganglioside autoantibodies            associated with motor neuropathies","","71.94","8e-99"
"","DQ250235","Synthetic construct clone NC-20 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250235","Synthetic construct clone NC-20 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.02","9e-99"
"","EF089254","Synthetic construct single chain antibody SN-31 gene, partial cds.","EF089254","Synthetic construct single chain antibody SN-31 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","1e-98"
"","EF089246","Synthetic construct single chain antibody SC-16 gene, partial cds.","EF089246","Synthetic construct single chain antibody SC-16 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","1e-98"
"","EF089242","Synthetic construct single chain antibody SC-7 gene, partial cds.","EF089242","Synthetic construct single chain antibody SC-7 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","74.21","1e-98"
"","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","unidentified","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK","","73.20","1e-98"
"","AB363182","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F033-668H.","AB363386","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F033-668L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","70.36","1e-98"
"","GM870092","Sequence 23 from Patent WO2008131575.","GM870092","Sequence 23 from Patent WO2008131575.","synthetic construct","Anti-alk antibodies suitable for treating metastatic cancers or            tumors","","73.20","1e-98"
"","FB704743","Sequence 23 from Patent WO2007124610.","FB704743","Sequence 23 from Patent WO2007124610.","synthetic construct","Antibodies binding to the extracellular domain of the receptor            tyrosine kinase alk","","73.20","1e-98"
"","DQ250227","Synthetic construct clone NC-4 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250227","Synthetic construct clone NC-4 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","1e-98"
"","DQ250179","Synthetic construct clone FC-13 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250179","Synthetic construct clone FC-13 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","1e-98"
"","DQ250175","Synthetic construct clone FC-9 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250175","Synthetic construct clone FC-9 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","1e-98"
"","DQ250172","Synthetic construct clone FC-5 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250172","Synthetic construct clone FC-5 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.21","1e-98"
"","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","1e-98"
"","DQ250169","Synthetic construct clone FC-1 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250169","Synthetic construct clone FC-1 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.41","1e-98"
"","AY941915","Homo sapiens clone SC4085 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942062","Homo sapiens clone SC4085 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","72.40","1e-98"
"","ABL14174","single chain antibody SN-31 [synthetic construct].","ABL14174","single chain antibody SN-31 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","1e-98"
"","ABL14166","single chain antibody SC-16 [synthetic construct].","ABL14166","single chain antibody SC-16 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","1e-98"
"","ABL14162","single chain antibody SC-7 [synthetic construct].","ABL14162","single chain antibody SC-7 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","74.21","1e-98"
"","DQ250193","Synthetic construct clone EC-8 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250193","Synthetic construct clone EC-8 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.02","2e-98"
"","DQ250192","Synthetic construct clone EC-7 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250192","Synthetic construct clone EC-7 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","2e-98"
"","EF089239","Synthetic construct single chain antibody SC-4 gene, partial cds.","EF089239","Synthetic construct single chain antibody SC-4 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","73.41","3e-98"
"","DQ250189","Synthetic construct clone EC-3 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250189","Synthetic construct clone EC-3 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","73.81","3e-98"
"","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","72.62","3e-98"
"","AX814386","Sequence 11 from Patent WO03064648.","AX814386","Sequence 11 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","73.41","3e-98"
