"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","AAC08331","monoclonal antibody RL1 immunoglobulin heavy chain variable region            [Homo sapiens].","AAC08342","monoclonal antibody RL1 immunoglobulin light chain variable region            [Homo sapiens].","Homo sapiens (human)","Immunization of infants with Hib PS-protein conjugate vaccine            elicits two distinct antibody repertoire","","80.24","4e-107"
"","AY847516","Homo sapiens anti-CTLA-4 monoclonal antibody immunoglobulin heavy            chain mRNA, partial cds.","AY847517","Homo sapiens anti-CTLA-4 monoclonal antibody immunoglobulin lambda            light chain mRNA, partial cds.","Homo sapiens (human)","Site-directed in vitro immunization leads to a complete human            monoclonal IgG4 lambda that binds specifically to the CDR2 region             of CTLA-4 (CD152) without interfering the engagement of natural             ligands","CTLA-4","80.24","5e-107"
"","DQ490740","Homo sapiens clone SC4311 anti-West Nile virus immunoglobulin heavy            chain variable region mRNA, partial cds.","DQ490727","Homo sapiens clone SC4311 anti-West Nile virus immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Isolation and characterization of human monoclonal antibodies from            individuals infected with west nile virus","West Nile virus","75.71","5e-107"
"","AAX56332","anti-CTLA-4 monoclonal antibody immunoglobulin heavy chain [Homo            sapiens].","AAX56333","anti-CTLA-4 monoclonal antibody immunoglobulin lambda light chain            [Homo sapiens].","Homo sapiens (human)","Site-directed in vitro immunization leads to a complete human            monoclonal IgG4 lambda that binds specifically to the CDR2 region             of CTLA-4 (CD152) without interfering the engagement of natural             ligands","CTLA-4","80.24","5e-107"
"","AY941883","Homo sapiens clone SC4050 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942030","Homo sapiens clone SC4050 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","79.35","7e-107"
"","X98751","H.sapiens mRNA for variable immunoglobulin heavy chain, clone 3.","X98752","H.sapiens mRNA for variable immunoglobulin light chain, clone 3.","Homo sapiens (human)","Isolation of an anti-Digoxigenin antibody out of an human            IGM-Antibody library and expression in E.coli","","81.78","7e-107"
"","AF212993","Homo sapiens immunoglobulin heavy chain variable region mRNA,            partial cds.","AF212992","Homo sapiens immunoglobulin light chain variable region mRNA,            partial cds.","Homo sapiens (human)","Human monoclonal antibodies reactive to oligodendrocytes promote            remyelination in a model of multiple sclerosis","","78.54","1e-106"
"","AY642667","Synthetic construct clone A6 single chain Fv antibody gene, partial            cds.","AY642667","Synthetic construct clone A6 single chain Fv antibody gene, partial            cds.","synthetic construct","Light chain germline genes V1-16 and V2-13 determine specificity of            anti-IgE Fvs isolated from human semi-synthetic antibody phage             display library","","81.38","1e-106"
"","AB063812","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H162.","AB064033","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L162.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","76.11","1e-106"
"","AAF67615","immunoglobulin heavy chain variable region [Homo sapiens].","AAF67614","immunoglobulin light chain variable region [Homo sapiens].","Homo sapiens (human)","Human monoclonal antibodies reactive to oligodendrocytes promote            remyelination in a model of multiple sclerosis","","78.54","1e-106"
"","AF396476","Homo sapiens clone E7 anti-thrombospondin immunoglobulin heavy            chain variable region mRNA, partial cds.","AF396477","Homo sapiens clone E7 anti-thrombospondin immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Single-chain antibody fragments derived from a human synthetic            phage-display library bind thrombospondin and inhibit sickle cell             adhesion","thrombospondin","81.38","2e-106"
"","FB747248","Sequence 85 from Patent WO2008017828.","FB747248","Sequence 85 from Patent WO2008017828.","Homo sapiens (human)","Antibody","","83.06","2e-106"
"","FB747168","Sequence 5 from Patent WO2008017828.","FB747168","Sequence 5 from Patent WO2008017828.","Homo sapiens (human)","Antibody","","83.06","2e-106"
"","DQ100889","Homo sapiens isolate P1188H immunoglobulin heavy chain variable            region (IGHV3-9) mRNA, IGHV3-9*01 allele, partial cds.","DQ098732","Homo sapiens isolate P1188L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-51*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","76.02","3e-106"
"","EF089254","Synthetic construct single chain antibody SN-31 gene, partial cds.","EF089254","Synthetic construct single chain antibody SN-31 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.11","6e-106"
"","ABL14174","single chain antibody SN-31 [synthetic construct].","ABL14174","single chain antibody SN-31 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.11","6e-106"
"","1AQK_H","Chain H, Three-Dimensional Structure Of A Human Fab With High            Affinity For Tetanus Toxoid.","1AQK_L","Chain L, Three-Dimensional Structure Of A Human Fab With High            Affinity For Tetanus Toxoid.","Homo sapiens (human)","Three-dimensional structure of a human Fab with high affinity for            tetanus toxoid","","73.68","6e-106"
"","EF089250","Synthetic construct single chain antibody SR-3 gene, partial cds.","EF089250","Synthetic construct single chain antibody SR-3 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.11","1e-105"
"","DQ065732","Synthetic construct clone 4.4 anti-Phl p 5 allergen single chain            antibody fragment gene, partial cds.","DQ065732","Synthetic construct clone 4.4 anti-Phl p 5 allergen single chain            antibody fragment gene, partial cds.","synthetic construct","The human IgE-encoding transcriptome to assess antibody repertoires            and repertoire evolution","Phl p 5 allergen","78.40","1e-105"
"","AM259134","Homo sapiens partial mRNA for immunoglobulin heavy chain variable            region (T14-5-HC gene), clone T14-5.","AM259144","Homo sapiens partial mRNA for immunoglobulin light chain variable            region (T14-5-LC gene), clone T14-5.","Homo sapiens (human)","Molecular characterization of the anti-idiotypic immune response of            a relapse-free neuroblastoma patient following antibody therapy: a             possible vaccine against tumors of neuroectodermal origin?","","79.92","1e-105"
"","AX814386","Sequence 11 from Patent WO03064648.","AX814386","Sequence 11 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","77.91","1e-105"
"","ABL14170","single chain antibody SR-3 [synthetic construct].","ABL14170","single chain antibody SR-3 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.11","1e-105"
"","DQ250255","Synthetic construct clone NN-20 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250255","Synthetic construct clone NN-20 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","81.05","2e-105"
"","EF607105","Synthetic construct clone p4-4 Phl p 4-specific scFv antibody gene,            partial cds.","EF607105","Synthetic construct clone p4-4 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","78.63","2e-105"
"","GM674293","Sequence 18 from Patent WO2008075045.","GM674293","Sequence 18 from Patent WO2008075045.","synthetic construct","Binding agents to the integrin alpha-11 subunit, and uses thereof","","76.40","3e-105"
"","GM670070","Sequence 15 from Patent WO2008075038.","GM670070","Sequence 15 from Patent WO2008075038.","synthetic construct","Binding agents to the integrin alpha-11 subunit","","76.40","3e-105"
"","DQ250252","Synthetic construct clone NN-9 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250252","Synthetic construct clone NN-9 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","80.24","3e-105"
"","DQ100979","Homo sapiens isolate N2617H immunoglobulin heavy chain variable            region (IGHV3-30-3) mRNA, IGHV3-30-3*01 allele, partial cds.","DQ098793","Homo sapiens isolate N2617L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-51*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","76.52","3e-105"
"","CQ859638","Sequence 105 from Patent WO2004072117.","CQ859638","Sequence 105 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","78.63","3e-105"
"","EF607108","Synthetic construct clone p4-11 Phl p 4-specific scFv antibody            gene, partial cds.","EF607108","Synthetic construct clone p4-11 Phl p 4-specific scFv antibody            gene, partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","79.03","4e-105"
"","DQ250208","Synthetic construct clone TC-5 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250208","Synthetic construct clone TC-5 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","4e-105"
"","EF089238","Synthetic construct single chain antibody SC-3 gene, partial cds.","EF089238","Synthetic construct single chain antibody SC-3 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.11","5e-105"
"","DQ250228","Synthetic construct clone NC-5 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250228","Synthetic construct clone NC-5 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.91","5e-105"
"","ABL14158","single chain antibody SC-3 [synthetic construct].","ABL14158","single chain antibody SC-3 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.11","5e-105"
"","AY062326","Homo sapiens clone K95/707 immunoglobulin heavy chain variable            region mRNA, partial cds.","AY062355","Homo sapiens clone K95/707 immunoglobulin light chain lambda            variable region mRNA, partial cds.","Homo sapiens (human)","Molecular characterization of human monoclonal antibodies derived            from fusions of tonsil lymphocytes with a human myeloma cell line","","78.60","6e-105"
"","AY941953","Homo sapiens clone SC4124 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942100","Homo sapiens clone SC4124 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","77.82","6e-105"
"","EF089248","Synthetic construct single chain antibody SR-1 gene, partial cds.","EF089248","Synthetic construct single chain antibody SR-1 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.91","1e-104"
"","EF089243","Synthetic construct single chain antibody SC-11 gene, partial cds.","EF089243","Synthetic construct single chain antibody SC-11 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","1e-104"
"","DQ250226","Synthetic construct clone NC-3 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250226","Synthetic construct clone NC-3 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.51","1e-104"
"","DQ250181","Synthetic construct clone FC-15 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250181","Synthetic construct clone FC-15 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","1e-104"
"","AY941856","Homo sapiens clone SC4020 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942003","Homo sapiens clone SC4020 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","78.14","1e-104"
"","CQ859639","Sequence 106 from Patent WO2004072117.","CQ859639","Sequence 106 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","80.65","1e-104"
"","ABL14168","single chain antibody SR-1 [synthetic construct].","ABL14168","single chain antibody SR-1 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","77.91","1e-104"
"","ABL14163","single chain antibody SC-11 [synthetic construct].","ABL14163","single chain antibody SC-11 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","1e-104"
"","AF329462","Synthetic construct JL-427 recombinant single chain Fv antibody            mRNA, partial cds.","AF329462","Synthetic construct JL-427 recombinant single chain Fv antibody            mRNA, partial cds.","synthetic construct","Characterization of Lupus Antibodies to a Conserved Epitope of HIV            gp120","","78.14","2e-104"
"","AF543344","Synthetic construct clone FSV61 recombinant single chain Fv            antibody gene, partial cds.","AF543344","Synthetic construct clone FSV61 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.91","2e-104"
"","AF543341","Synthetic construct clone FSV56 recombinant single chain Fv            antibody gene, partial cds.","AF543341","Synthetic construct clone FSV56 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","2e-104"
"","EF638805","Homo sapiens GAD65-specific monoclonal antibody b78 heavy chain            mRNA, partial cds.","EF638806","Homo sapiens GAD65-specific monoclonal antibody b78 lambda chain            mRNA, partial cds.","Homo sapiens (human)","Modulation of diabetes in NOD mice by GAD65-specific monoclonal            antibodies is epitope specific and accompanied by anti-idiotypic             antibodies","","74.49","2e-104"
"","DQ250235","Synthetic construct clone NC-20 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250235","Synthetic construct clone NC-20 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","2e-104"
"","DQ250219","Synthetic construct clone TC-16 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250219","Synthetic construct clone TC-16 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","2e-104"
"","DQ100976","Homo sapiens isolate N2303H immunoglobulin heavy chain variable            region (IGHV3-23) mRNA, IGHV3-23*01 allele, partial cds.","DQ098789","Homo sapiens isolate N2303L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-44*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","76.52","2e-104"
"","AY941915","Homo sapiens clone SC4085 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942062","Homo sapiens clone SC4085 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","76.92","2e-104"
"","ABV22588","GAD65-specific monoclonal antibody b78 heavy chain [Homo sapiens].","ABV22589","GAD65-specific monoclonal antibody b78 lambda chain [Homo sapiens].","Homo sapiens (human)","Modulation of diabetes in NOD mice by GAD65-specific monoclonal            antibodies is epitope specific and accompanied by anti-idiotypic             antibodies","","74.49","2e-104"
"","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","FU764044","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK.","unidentified","Antibodies binding to the extracellular domain of the Receptor            Tyrosine Kinase ALK","","76.92","3e-104"
"","AF543337","Synthetic construct clone FSV93 recombinant single chain Fv            antibody gene, partial cds.","AF543337","Synthetic construct clone FSV93 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","3e-104"
"","GM870092","Sequence 23 from Patent WO2008131575.","GM870092","Sequence 23 from Patent WO2008131575.","synthetic construct","Anti-alk antibodies suitable for treating metastatic cancers or            tumors","","76.92","3e-104"
"","FB704743","Sequence 23 from Patent WO2007124610.","FB704743","Sequence 23 from Patent WO2007124610.","synthetic construct","Antibodies binding to the extracellular domain of the receptor            tyrosine kinase alk","","76.92","3e-104"
"","DQ100907","Homo sapiens isolate P1529H immunoglobulin heavy chain variable            region (IGHV3-30) mRNA, IGHV3-30*18 allele, partial cds.","DQ098740","Homo sapiens isolate P1529L immunoglobulin lambda light chain            variable region (IGLV3) mRNA, IGLV3-1*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","73.39","3e-104"
"","EF607103","Synthetic construct clone p4-1 Phl p 4-specific scFv antibody gene,            partial cds.","EF607103","Synthetic construct clone p4-1 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","78.63","4e-104"
"","DQ250206","Synthetic construct clone TC-2 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250206","Synthetic construct clone TC-2 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","4e-104"
"","AF543342","Synthetic construct clone FSV43 recombinant single chain Fv            antibody gene, partial cds.","AF543342","Synthetic construct clone FSV43 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","5e-104"
"","AF543332","Synthetic construct clone FSV76 recombinant single chain Fv            antibody gene, partial cds.","AF543332","Synthetic construct clone FSV76 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","5e-104"
"","EF089239","Synthetic construct single chain antibody SC-4 gene, partial cds.","EF089239","Synthetic construct single chain antibody SC-4 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","6e-104"
"","AF543340","Synthetic construct clone FSV52 recombinant single chain Fv            antibody gene, partial cds.","AF543340","Synthetic construct clone FSV52 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","6e-104"
"","AX814399","Sequence 24 from Patent WO03064648.","AX814399","Sequence 24 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","76.31","6e-104"
"","ABL14159","single chain antibody SC-4 [synthetic construct].","ABL14159","single chain antibody SC-4 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","6e-104"
"","AF543339","Synthetic construct clone FSV51 recombinant single chain Fv            antibody gene, partial cds.","AF543339","Synthetic construct clone FSV51 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","8e-104"
"","AF543338","Synthetic construct clone FSV96 recombinant single chain Fv            antibody gene, partial cds.","AF543338","Synthetic construct clone FSV96 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","8e-104"
"","AF543331","Synthetic construct clone FSV73 recombinant single chain Fv            antibody gene, partial cds.","AF543331","Synthetic construct clone FSV73 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.20","8e-104"
"","DQ250227","Synthetic construct clone NC-4 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250227","Synthetic construct clone NC-4 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","8e-104"
"","DQ250182","Synthetic construct clone FC-16 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250182","Synthetic construct clone FC-16 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","8e-104"
"","HI581395","Sequence 45 from Patent WO2010111625.","HI581395","Sequence 45 from Patent WO2010111625.","synthetic construct","Compositions and methods for using multispecific-binding proteins            comprising an antibody-receptor combination","","80.24","1e-103"
"","EF089255","Synthetic construct single chain antibody SN-33 gene, partial cds.","EF089255","Synthetic construct single chain antibody SN-33 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","80.00","1e-103"
"","AF543335","Synthetic construct clone FSV85 recombinant single chain Fv            antibody gene, partial cds.","AF543335","Synthetic construct clone FSV85 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.20","1e-103"
"","AF543330","Synthetic construct clone FSV71 recombinant single chain Fv            antibody gene, partial cds.","AF543330","Synthetic construct clone FSV71 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","77.60","1e-103"
"","DQ250218","Synthetic construct clone TC-15 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250218","Synthetic construct clone TC-15 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","1e-103"
"","DQ250179","Synthetic construct clone FC-13 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250179","Synthetic construct clone FC-13 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","1e-103"
"","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","1e-103"
"","DQ250173","Synthetic construct clone FC-6 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250173","Synthetic construct clone FC-6 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","1e-103"
"","AJ233707","Homo sapiens partial mRNA for immunoglobulin G heavy chain variable            region (IGHV3 gene), clone pComb3-NK-ib02.","AJ233728","Homo sapiens partial mRNA for immunoglobulin lambda-1 variable            region (IGLV1 gene), clone pComb3-NK-ib02.","Homo sapiens (human)","Genetic origin of IgG antibodies cloned by phage display and            anti-idiotypic panning from three patients with autoimmune             thrombocytopenia","","72.98","1e-103"
"","ABL14175","single chain antibody SN-33 [synthetic construct].","ABL14175","single chain antibody SN-33 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","80.00","1e-103"
"","EF089249","Synthetic construct single chain antibody SR-2 gene, partial cds.","EF089249","Synthetic construct single chain antibody SR-2 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","2e-103"
"","EF089246","Synthetic construct single chain antibody SC-16 gene, partial cds.","EF089246","Synthetic construct single chain antibody SC-16 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.31","2e-103"
"","EF089245","Synthetic construct single chain antibody SC-15 gene, partial cds.","EF089245","Synthetic construct single chain antibody SC-15 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","2e-103"
"","EF089242","Synthetic construct single chain antibody SC-7 gene, partial cds.","EF089242","Synthetic construct single chain antibody SC-7 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","2e-103"
"","AF396474","Homo sapiens clone D2 anti-thrombospondin immunoglobulin heavy            chain variable region mRNA, partial cds.","AF396475","Homo sapiens clone D2 anti-thrombospondin immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Single-chain antibody fragments derived from a human synthetic            phage-display library bind thrombospondin and inhibit sickle cell             adhesion","thrombospondin","80.57","2e-103"
"","EF607106","Synthetic construct clone p4-5 Phl p 4-specific scFv antibody gene,            partial cds.","EF607106","Synthetic construct clone p4-5 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","78.54","2e-103"
"","DQ250217","Synthetic construct clone TC-14 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250217","Synthetic construct clone TC-14 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","2e-103"
"","DQ250212","Synthetic construct clone TC-9 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250212","Synthetic construct clone TC-9 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","2e-103"
"","DQ250189","Synthetic construct clone EC-3 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250189","Synthetic construct clone EC-3 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","2e-103"
"","DQ250175","Synthetic construct clone FC-9 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250175","Synthetic construct clone FC-9 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","2e-103"
"","AX814389","Sequence 14 from Patent WO03064648.","AX814389","Sequence 14 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","76.71","2e-103"
"","ABL14169","single chain antibody SR-2 [synthetic construct].","ABL14169","single chain antibody SR-2 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","2e-103"
"","ABL14166","single chain antibody SC-16 [synthetic construct].","ABL14166","single chain antibody SC-16 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.31","2e-103"
"","ABL14165","single chain antibody SC-15 [synthetic construct].","ABL14165","single chain antibody SC-15 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","2e-103"
"","ABL14162","single chain antibody SC-7 [synthetic construct].","ABL14162","single chain antibody SC-7 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.71","2e-103"
"","DQ250198","Synthetic construct clone EC-14 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250198","Synthetic construct clone EC-14 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","77.11","3e-103"
"","DQ250190","Synthetic construct clone EC-4 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250190","Synthetic construct clone EC-4 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","3e-103"
"","DQ250185","Synthetic construct clone FC-19 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250185","Synthetic construct clone FC-19 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.31","3e-103"
"","DQ250169","Synthetic construct clone FC-1 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250169","Synthetic construct clone FC-1 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.71","3e-103"
"","AY941963","Homo sapiens clone SC4136 anti-rabies virus immunoglobulin heavy            chain variable region mRNA sequence.","AY942110","Homo sapiens clone SC4136 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","78.78","3e-103"
"","EU095635","Synthetic construct clone TM-3 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095635","Synthetic construct clone TM-3 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","76.21","6e-103"
"","EF089241","Synthetic construct single chain antibody SC-6 gene, partial cds.","EF089241","Synthetic construct single chain antibody SC-6 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","75.90","8e-103"
"","DQ250209","Synthetic construct clone TC-6 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250209","Synthetic construct clone TC-6 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.90","8e-103"
"","ABL14161","single chain antibody SC-6 [synthetic construct].","ABL14161","single chain antibody SC-6 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","75.90","8e-103"
"","GQ903559","Synthetic construct clone G57 human anti-CAIX antibody gene,            partial cds.","GQ903559","Synthetic construct clone G57 human anti-CAIX antibody gene,            partial cds.","synthetic construct","Unique biological properties of catalytic domain directed human            anti-CAIX antibodies discovered through phage-display technology","CAIX","75.90","9e-103"
"","AY099259","Homo sapiens isolate ELZ510 immunoglobulin heavy chain variable            region mRNA, partial cds.","AY099260","Homo sapiens isolate ELZ510 immunoglobulin lambda light chain            variable region mRNA, partial cds.","Homo sapiens (human)","Detection of antibodies against the four subtypes of Ebola virus in            sera from any species using a noval antibody-phage indicator assay","","80.08","9e-103"
