"Analyze","Id Heavy","Definition Heavy","Id Light","Definition Light","Source","Reference","Antigen","%id","e-value"
"","AB363182","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F033-668H.","AB363386","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F033-668L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","72.05","2e-101"
"","DQ250173","Synthetic construct clone FC-6 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250173","Synthetic construct clone FC-6 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","2e-101"
"","DQ250171","Synthetic construct clone FC-4 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250171","Synthetic construct clone FC-4 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.49","2e-101"
"","AJ300785","Homo sapiens partial mRNA for immunoglobulin gamma heavy chain            variable region (IGHV3-7), clone M1-40 (m1hie40), Kawasaki disease             patient.","AJ408273","Homo sapiens partial mRNA for immunoglobulin lambda light chain            variable region (1g400B5 gene (locus 1g)), clone M1-40 (m1lie40),             Kawasaki disease patient.","Homo sapiens (human)","The B cell superantigen-like interaction of intravenous            immunoglobin (IVIG) with Fab fragments of V(H) 3-23 and 3-30/3-30.5             germline gene origin cloned from a patient with Kawasaki disease is             enhanced after IVIG therapy","","77.64","2e-101"
"","HI581401","Sequence 51 from Patent WO2010111625.","HI581401","Sequence 51 from Patent WO2010111625.","synthetic construct","Compositions and methods for using multispecific-binding proteins            comprising an antibody-receptor combination","","78.80","3e-101"
"","DQ250252","Synthetic construct clone NN-9 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250252","Synthetic construct clone NN-9 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","78.00","3e-101"
"","DQ250249","Synthetic construct clone NN-2 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250249","Synthetic construct clone NN-2 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","78.80","3e-101"
"","DQ250217","Synthetic construct clone TC-14 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250217","Synthetic construct clone TC-14 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","3e-101"
"","Y12720","H.sapiens mRNA for immunoglobulin heavy chain, Fab fragment, clones            PDG13/PDG17/PDG31/PDG37.","Y12722","H.sapiens mRNA for immunoglobulin lambda light chain, Fab fragment,            clones PDG13/PDG17/PDG31/PDG37.","Homo sapiens (human)","Recombinant human natural autoantibodies against GPIIb/IIIa inhibit            binding of autoantibodies from patients with AITP","","77.87","3e-101"
"","EF089243","Synthetic construct single chain antibody SC-11 gene, partial cds.","EF089243","Synthetic construct single chain antibody SC-11 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.10","4e-101"
"","EF089242","Synthetic construct single chain antibody SC-7 gene, partial cds.","EF089242","Synthetic construct single chain antibody SC-7 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.49","4e-101"
"","DQ250226","Synthetic construct clone NC-3 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250226","Synthetic construct clone NC-3 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","4e-101"
"","DQ100877","Homo sapiens isolate P1097H immunoglobulin heavy chain variable            region (IGHV3-7) mRNA, IGHV3-7*01 allele, partial cds.","DQ098730","Homo sapiens isolate P1097L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-44*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","76.21","4e-101"
"","ABL14163","single chain antibody SC-11 [synthetic construct].","ABL14163","single chain antibody SC-11 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.10","4e-101"
"","ABL14162","single chain antibody SC-7 [synthetic construct].","ABL14162","single chain antibody SC-7 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.49","4e-101"
"","DQ250219","Synthetic construct clone TC-16 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250219","Synthetic construct clone TC-16 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","5e-101"
"","DQ100976","Homo sapiens isolate N2303H immunoglobulin heavy chain variable            region (IGHV3-23) mRNA, IGHV3-23*01 allele, partial cds.","DQ098789","Homo sapiens isolate N2303L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-44*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","75.10","5e-101"
"","EF089239","Synthetic construct single chain antibody SC-4 gene, partial cds.","EF089239","Synthetic construct single chain antibody SC-4 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.49","6e-101"
"","AF396476","Homo sapiens clone E7 anti-thrombospondin immunoglobulin heavy            chain variable region mRNA, partial cds.","AF396477","Homo sapiens clone E7 anti-thrombospondin immunoglobulin light            chain variable region mRNA, partial cds.","Homo sapiens (human)","Single-chain antibody fragments derived from a human synthetic            phage-display library bind thrombospondin and inhibit sickle cell             adhesion","thrombospondin","79.12","6e-101"
"","DQ250243","Synthetic construct clone NL2-14 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250243","Synthetic construct clone NL2-14 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.49","6e-101"
"","DQ250228","Synthetic construct clone NC-5 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250228","Synthetic construct clone NC-5 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","6e-101"
"","DQ250212","Synthetic construct clone TC-9 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250212","Synthetic construct clone TC-9 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","6e-101"
"","ABL14159","single chain antibody SC-4 [synthetic construct].","ABL14159","single chain antibody SC-4 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.49","6e-101"
"","DQ250240","Synthetic construct clone NL2-9 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250240","Synthetic construct clone NL2-9 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","7e-101"
"","DQ250175","Synthetic construct clone FC-9 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250175","Synthetic construct clone FC-9 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.49","7e-101"
"","CQ859617","Sequence 84 from Patent WO2004072117.","CQ859617","Sequence 84 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","77.20","7e-101"
"","DQ250185","Synthetic construct clone FC-19 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250185","Synthetic construct clone FC-19 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","8e-101"
"","DQ250235","Synthetic construct clone NC-20 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250235","Synthetic construct clone NC-20 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","9e-101"
"","DQ065732","Synthetic construct clone 4.4 anti-Phl p 5 allergen single chain            antibody fragment gene, partial cds.","DQ065732","Synthetic construct clone 4.4 anti-Phl p 5 allergen single chain            antibody fragment gene, partial cds.","synthetic construct","The human IgE-encoding transcriptome to assess antibody repertoires            and repertoire evolution","Phl p 5 allergen","74.61","1e-100"
"","EF607106","Synthetic construct clone p4-5 Phl p 4-specific scFv antibody gene,            partial cds.","EF607106","Synthetic construct clone p4-5 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","76.31","1e-100"
"","DQ250221","Synthetic construct clone TC-18 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250221","Synthetic construct clone TC-18 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","1e-100"
"","X98751","H.sapiens mRNA for variable immunoglobulin heavy chain, clone 3.","X98752","H.sapiens mRNA for variable immunoglobulin light chain, clone 3.","Homo sapiens (human)","Isolation of an anti-Digoxigenin antibody out of an human            IGM-Antibody library and expression in E.coli","","79.52","1e-100"
"","AF543337","Synthetic construct clone FSV93 recombinant single chain Fv            antibody gene, partial cds.","AF543337","Synthetic construct clone FSV93 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.59","2e-100"
"","AM259133","Homo sapiens partial mRNA for immunoglobulin heavy chain variable            region (T14-1-HC gene), clone T14-1.","AM259143","Homo sapiens partial mRNA for immunoglobulin light chain variable            region (T14-1-LC gene), clone T14-1.","Homo sapiens (human)","Molecular characterization of the anti-idiotypic immune response of            a relapse-free neuroblastoma patient following antibody therapy: a             possible vaccine against tumors of neuroectodermal origin?","","78.49","2e-100"
"","DQ250209","Synthetic construct clone TC-6 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250209","Synthetic construct clone TC-6 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","2e-100"
"","DQ250184","Synthetic construct clone FC-18 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250184","Synthetic construct clone FC-18 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","2e-100"
"","AF453007","Synthetic construct clone R-5VH immunoglobulin heavy chain variable            region mRNA, partial sequence.","AF453173","Synthetic construct clone R-5VL immunoglobulin light chain variable            region mRNA, partial sequence.","synthetic construct","Infant and adult human B cell responses to rotavirus share common            immunodominant variable gene repertoires","","72.18","2e-100"
"","EF089254","Synthetic construct single chain antibody SN-31 gene, partial cds.","EF089254","Synthetic construct single chain antibody SN-31 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","75.30","3e-100"
"","EF089245","Synthetic construct single chain antibody SC-15 gene, partial cds.","EF089245","Synthetic construct single chain antibody SC-15 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.49","3e-100"
"","AF543338","Synthetic construct clone FSV96 recombinant single chain Fv            antibody gene, partial cds.","AF543338","Synthetic construct clone FSV96 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.59","3e-100"
"","AF543332","Synthetic construct clone FSV76 recombinant single chain Fv            antibody gene, partial cds.","AF543332","Synthetic construct clone FSV76 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.59","3e-100"
"","DQ250192","Synthetic construct clone EC-7 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250192","Synthetic construct clone EC-7 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","3e-100"
"","DQ250189","Synthetic construct clone EC-3 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250189","Synthetic construct clone EC-3 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.49","3e-100"
"","ABL14174","single chain antibody SN-31 [synthetic construct].","ABL14174","single chain antibody SN-31 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","75.30","3e-100"
"","ABL14165","single chain antibody SC-15 [synthetic construct].","ABL14165","single chain antibody SC-15 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.49","3e-100"
"","DQ250198","Synthetic construct clone EC-14 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250198","Synthetic construct clone EC-14 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.89","4e-100"
"","DQ250179","Synthetic construct clone FC-13 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250179","Synthetic construct clone FC-13 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","4e-100"
"","CQ859638","Sequence 105 from Patent WO2004072117.","CQ859638","Sequence 105 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","77.60","4e-100"
"","AF543343","Synthetic construct clone FSV46 recombinant single chain Fv            antibody gene, partial cds.","AF543343","Synthetic construct clone FSV46 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.10","5e-100"
"","AF543331","Synthetic construct clone FSV73 recombinant single chain Fv            antibody gene, partial cds.","AF543331","Synthetic construct clone FSV73 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.19","5e-100"
"","EU095635","Synthetic construct clone TM-3 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095635","Synthetic construct clone TM-3 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","75.20","5e-100"
"","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250170","Synthetic construct clone FC-2 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","5e-100"
"","CQ859639","Sequence 106 from Patent WO2004072117.","CQ859639","Sequence 106 from Patent WO2004072117.","synthetic construct","Antibodies to c-met for the treatment of cancers","","78.17","5e-100"
"","AF543335","Synthetic construct clone FSV85 recombinant single chain Fv            antibody gene, partial cds.","AF543335","Synthetic construct clone FSV85 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.19","7e-100"
"","AF543330","Synthetic construct clone FSV71 recombinant single chain Fv            antibody gene, partial cds.","AF543330","Synthetic construct clone FSV71 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.59","7e-100"
"","AY941943","Homo sapiens clone SC4113 anti-rabies virus immunoglobulin heavy            chain variable region mRNA, partial cds.","AY942090","Homo sapiens clone SC4113 anti-rabies virus immunoglobulin light            chain variable region mRNA, complete cds.","Homo sapiens (human)","The human antibody repertoire specific for rabies virus            glycoprotein as selected from immune libraries","rabies virus","76.71","7e-100"
"","EF089246","Synthetic construct single chain antibody SC-16 gene, partial cds.","EF089246","Synthetic construct single chain antibody SC-16 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.10","8e-100"
"","DQ250242","Synthetic construct clone NL2-12 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250242","Synthetic construct clone NL2-12 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","8e-100"
"","DQ250211","Synthetic construct clone TC-8 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250211","Synthetic construct clone TC-8 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.49","8e-100"
"","DQ250206","Synthetic construct clone TC-2 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250206","Synthetic construct clone TC-2 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.30","8e-100"
"","ABL14166","single chain antibody SC-16 [synthetic construct].","ABL14166","single chain antibody SC-16 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","76.10","8e-100"
"","EU169674","Homo sapiens hybridoma 1F1 immunoglobulin heavy chain mRNA, partial            cds.","EU169677","Homo sapiens hybridoma 1F1 immunoglobulin light chain mRNA, partial            cds.","Homo sapiens (human)","Neutralizing antibodies derived from the B cells of 1918 influenza            pandemic survivors","","77.38","9e-100"
"","EF607104","Synthetic construct clone p4-2 Phl p 4-specific scFv antibody gene,            partial cds.","EF607104","Synthetic construct clone p4-2 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","74.40","9e-100"
"","DQ250202","Synthetic construct clone EC-18 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250202","Synthetic construct clone EC-18 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.49","9e-100"
"","ABY48864","immunoglobulin heavy chain [Homo sapiens].","ABY48867","immunoglobulin light chain [Homo sapiens].","Homo sapiens (human)","Neutralizing antibodies derived from the B cells of 1918 influenza            pandemic survivors","","77.38","9e-100"
"","EF607105","Synthetic construct clone p4-4 Phl p 4-specific scFv antibody gene,            partial cds.","EF607105","Synthetic construct clone p4-4 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","75.20","1e-99"
"","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250201","Synthetic construct clone EC-17 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","1e-99"
"","DQ250190","Synthetic construct clone EC-4 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250190","Synthetic construct clone EC-4 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","1e-99"
"","DQ100869","Homo sapiens isolate N2542H immunoglobulin heavy chain variable            region (IGHV3-49) mRNA, IGHV3-49*03 allele, partial cds.","DQ098695","Homo sapiens isolate N2542L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-40*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","70.00","1e-99"
"","DQ250255","Synthetic construct clone NN-20 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250255","Synthetic construct clone NN-20 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","78.40","2e-99"
"","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250216","Synthetic construct clone TC-13 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.59","2e-99"
"","AAF82759","single chain Fv antibody against hepatitis E virus ORF2 protein            [synthetic construct].","AAF82759","single chain Fv antibody against hepatitis E virus ORF2 protein            [synthetic construct].","synthetic construct","Synthetic construct single chain Fv antibody recognizing HEV ORF2","","72.29","2e-99"
"","AF254671","Synthetic construct single chain Fv antibody against hepatitis E            virus ORF2 protein gene, complete cds.","AF254671","Synthetic construct single chain Fv antibody against hepatitis E            virus ORF2 protein gene, complete cds.","synthetic construct","Synthetic construct single chain Fv antibody recognizing HEV ORF2","","72.29","3e-99"
"","DQ250236","Synthetic construct clone NL2-1 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250236","Synthetic construct clone NL2-1 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","74.90","3e-99"
"","DQ250227","Synthetic construct clone NC-4 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250227","Synthetic construct clone NC-4 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","3e-99"
"","DQ250218","Synthetic construct clone TC-15 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250218","Synthetic construct clone TC-15 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","3e-99"
"","DQ250176","Synthetic construct clone FC-10 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250176","Synthetic construct clone FC-10 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","3e-99"
"","DQ250172","Synthetic construct clone FC-5 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250172","Synthetic construct clone FC-5 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","3e-99"
"","Z75557","H.sapiens mRNA for immunoglobulin heavy chain V-D-J region (clone            12H).","Z75558","H.sapiens mRNA for immunoglobulin lambda chain V-J region (clone            12L).","Homo sapiens (human)","Myeloma VL and VH gene sequences reveal a complimentary imprint of            antigen selection in tumour cells","","69.05","4e-99"
"","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250231","Synthetic construct clone NC-13 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","76.10","4e-99"
"","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250178","Synthetic construct clone FC-12 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","4e-99"
"","AX814399","Sequence 24 from Patent WO03064648.","AX814399","Sequence 24 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","74.10","6e-99"
"","AF543333","Synthetic construct clone FSV81 recombinant single chain Fv            antibody gene, partial cds.","AF543333","Synthetic construct clone FSV81 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","76.19","7e-99"
"","AF543336","Synthetic construct clone FSV91 recombinant single chain Fv            antibody gene, partial cds.","AF543336","Synthetic construct clone FSV91 recombinant single chain Fv            antibody gene, partial cds.","synthetic construct","Functional consequences of insertions and deletions in the            complementarity-determining regions of human antibodies","","75.79","8e-99"
"","AX814389","Sequence 14 from Patent WO03064648.","AX814389","Sequence 14 from Patent WO03064648.","synthetic construct","Method of making libraries of anti-ligands","","74.90","9e-99"
"","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095634","Synthetic construct clone TM-2 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","76.10","1e-98"
"","EF607107","Synthetic construct clone p4-7 Phl p 4-specific scFv antibody gene,            partial cds.","EF607107","Synthetic construct clone p4-7 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","74.80","1e-98"
"","EF607103","Synthetic construct clone p4-1 Phl p 4-specific scFv antibody gene,            partial cds.","EF607103","Synthetic construct clone p4-1 Phl p 4-specific scFv antibody gene,            partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","75.20","1e-98"
"","EU095633","Synthetic construct clone TM-1 anti-testosterone antibody ScFv            fragment gene, partial cds.","EU095633","Synthetic construct clone TM-1 anti-testosterone antibody ScFv            fragment gene, partial cds.","synthetic construct","In vitro evolution of an antibody fragment population to find            high-affinity hapten binders","testosterone","75.30","2e-98"
"","DQ250246","Synthetic construct clone NL2-19 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250246","Synthetic construct clone NL2-19 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.30","2e-98"
"","DQ250199","Synthetic construct clone EC-15 estradiol-specific single chain            antibody fragment gene, partial cds.","DQ250199","Synthetic construct clone EC-15 estradiol-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.00","2e-98"
"","DQ250180","Synthetic construct clone FC-14 FITC-specific single chain antibody            fragment gene, partial cds.","DQ250180","Synthetic construct clone FC-14 FITC-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.30","2e-98"
"","AR149534","Sequence 2 from patent US 6228599.","AR149534","Sequence 2 from patent US 6228599.","Unknown.","Antibody specific for homogalacturonan","","71.08","3e-98"
"","AAE69437","Sequence 1 from patent US 6228599.","AAE69437","Sequence 1 from patent US 6228599.","Unknown.","Antibody specific for homogalacturonan","","71.08","3e-98"
"","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","DQ250229","Synthetic construct clone NC-10 NIP-specific single chain antibody            fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","5e-98"
"","DQ250223","Synthetic construct clone TC-20 testosterone-specific single chain            antibody fragment gene, partial cds.","DQ250223","Synthetic construct clone TC-20 testosterone-specific single chain            antibody fragment gene, partial cds.","synthetic construct","A focused antibody library for improved hapten recognition","","75.70","5e-98"
"","AJ557893","Synthetic construct for anti-gliadin ScFv antibody, clone A2.","AJ557893","Synthetic construct for anti-gliadin ScFv antibody, clone A2.","synthetic construct","Phage display of human antibodies from a patient suffering from            coeliac disease and selection of isotype-specific scFv against             gliadin","gliadin","73.20","5e-98"
"","GM674293","Sequence 18 from Patent WO2008075045.","GM674293","Sequence 18 from Patent WO2008075045.","synthetic construct","Binding agents to the integrin alpha-11 subunit, and uses thereof","","74.21","7e-98"
"","GM670070","Sequence 15 from Patent WO2008075038.","GM670070","Sequence 15 from Patent WO2008075038.","synthetic construct","Binding agents to the integrin alpha-11 subunit","","74.21","7e-98"
"","AB063800","Homo sapiens IGH mRNA for immunoglobulin heavy chain VHDJ region,            partial cds, clone:H150.","AB064021","Homo sapiens IGL mRNA for immunoglobulin lambda light chain VLJ            region, partial cds, clone:L150.","Homo sapiens (human)","Construction and characterization of antibody libraries: isolation            of therapeutic human antibodies and application to functional             genomics","","70.80","7e-98"
"","EF089241","Synthetic construct single chain antibody SC-6 gene, partial cds.","EF089241","Synthetic construct single chain antibody SC-6 gene, partial cds.","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","74.50","8e-98"
"","ABL14161","single chain antibody SC-6 [synthetic construct].","ABL14161","single chain antibody SC-6 [synthetic construct].","synthetic construct","Exploring central and peripheral diversity in antibody evolution","","74.50","8e-98"
"","AF165107","Homo sapiens clone 14.1 immunoglobulin heavy chain variable region            LSG6.1 mRNA, partial cds.","AF165108","Homo sapiens clone 14.1 immunoglobulin kappa light chain variable            region DPL5 mRNA, partial cds.","Homo sapiens (human)","Combinatorial library cloning of human antibodies to Streptococcus            pneumoniae capsular polysaccharides: variable region primary             structures and evidence for somatic mutation of Fab fragments             specific for capsular serotypes","","74.18","9e-98"
"","DQ100889","Homo sapiens isolate P1188H immunoglobulin heavy chain variable            region (IGHV3-9) mRNA, IGHV3-9*01 allele, partial cds.","DQ098732","Homo sapiens isolate P1188L immunoglobulin lambda light chain            variable region (IGLV1) mRNA, IGLV1-51*01 allele, partial cds.","Homo sapiens (human)","Immunoglobulin light chain repertoire in chronic lymphocytic            leukemia","","73.39","9e-98"
"","AB363074","Homo sapiens IGH mRNA for immunoglobulin heavy chain, partial cds,            clone: F003-042H.","AB363340","Homo sapiens IGL mRNA for immunoglobulin lambda light chain,            partial cds, clone: F003-042L.","Homo sapiens (human)","The repertoire of neutralizing monoclonal antibodies against H3N2            influenza viruses in human","","73.20","1e-97"
"","EF607109","Synthetic construct clone p4-24 Phl p 4-specific scFv antibody            gene, partial cds.","EF607109","Synthetic construct clone p4-24 Phl p 4-specific scFv antibody            gene, partial cds.","synthetic construct","Delineating the specificity of an IgE-encoding transcriptome","","75.60","1e-97"
